0.09599253,9.282246,3.1961095
0.09718963,9.299005,3.2104747
0.085218616,9.305065,3.2104
0.07683891,9.309854,3.2247653
0.06958149,9.290774,3.231873
0.056114104,9.256283,3.2605286
0.037708677,9.215732,3.329736
0.020724809,9.218275,3.3835306
0.01810615,9.248202,3.4504187
0.026186582,9.248128,3.5113962
-0.043245267,9.237878,3.541099
-0.017283143,9.256806,3.6056678
-0.005386954,9.25314,3.6236243
0.016983869,9.217153,3.6499605
0.037409402,9.24925,3.6560209
0.055291094,9.233613,3.6441245
0.06591537,9.228749,3.671658
0.1316811,9.247379,3.6622307
0.18173487,9.221941,3.6659718
0.19026421,9.249325,3.6551979
0.24278702,9.246556,3.6457705
0.24398412,9.235783,3.6481647
0.27630585,9.260623,3.6399348
0.27757776,9.2355585,3.6147957
0.28588265,9.2199955,3.6124015
0.3255366,9.255535,3.5922003
0.32202014,9.282993,3.5993829
0.3374328,9.243489,3.5838954
0.3019687,9.28434,3.5503767
0.32344168,9.263914,3.5396776
0.31371525,9.238851,3.5467854
0.28154317,9.227179,3.529951
0.26485857,9.263091,3.5574095
0.26246437,9.241618,3.5311482
0.26246437,9.252393,3.5528457
0.22902036,9.266908,3.5563622
0.20275895,9.292196,3.577835
0.18719664,9.319804,3.6112792
0.18001404,9.317485,3.6028996
0.13579613,9.290325,3.5967643
0.11065701,9.303643,3.6134489
0.09015666,9.269152,3.6325278
0.09262568,9.275063,3.624148
0.07115268,9.280001,3.6240733
0.097339265,9.275063,3.624148
0.06292261,9.278878,3.5966146
0.092850134,9.303793,3.590704
0.10848726,9.300052,3.5728223
0.09307459,9.293019,3.5393035
0.09187749,9.284639,3.5309238
0.095693246,9.313295,3.5070565
0.114772044,9.270124,3.4807951
0.12449849,9.285612,3.4653077
0.13302784,9.297508,3.4414406
0.16415246,9.267431,3.405677
0.17260697,9.247005,3.3626564
0.19310734,9.233763,3.3220296
0.19901802,9.221717,3.3196354
0.2240075,9.214384,3.3352726
0.2599205,9.221268,3.3221793
0.30638298,9.218575,3.3295116
0.30503625,9.204209,3.3521817
0.28954875,9.206753,3.3533788
0.32995093,9.165827,3.3642275
0.28206688,9.155427,3.3700633
0.28311434,9.130288,3.3843536
0.31169513,9.146749,3.4129345
0.29254153,9.144429,3.4320133
0.29703066,9.107393,3.4582746
0.32561144,9.134703,3.489474
0.327856,9.114352,3.4990509
0.3601029,9.146374,3.533767
0.31102178,9.145552,3.553968
0.3135656,9.175404,3.5503767
0.32044894,9.12752,3.5695302
0.2869301,9.134927,3.5801547
0.2749591,9.155353,3.6028996
0.24637832,9.1412115,3.5848682
0.21779753,9.137845,3.5620484
0.21652561,9.13186,3.5668368
0.20118776,9.130812,3.5345151
0.1977461,9.154679,3.5286045
0.20388123,9.155876,3.4998739
0.23298575,9.192687,3.4402435
0.21398178,9.213113,3.4306667
0.2080711,9.2107935,3.413907
0.2200421,9.201141,3.4031332
0.19146131,9.207352,3.3983448
0.19385552,9.202563,3.3923593
0.18308161,9.202638,3.3982701
0.21757308,9.180865,3.3995419
0.17694648,9.190742,3.4222121
0.17582418,9.206229,3.421015
0.17814358,9.183559,3.4126353
0.18046296,9.185879,3.4246063
0.20440497,9.195306,3.4258034
0.21270986,9.17488,3.4186957
0.21398178,9.177275,3.4079216
0.22460605,9.153333,3.4076972
0.22340895,9.164106,3.4100914
0.21615152,9.14383,3.4219875
0.19220951,9.157148,3.4398694
0.18368016,9.141735,3.4673278
0.1798644,9.120188,3.491195
0.19273324,9.123704,3.5474586
0.19849429,9.115324,3.5785086
0.19116203,9.063999,3.571326
0.18757074,9.069984,3.582025
0.18375498,9.046117,3.60477
0.14425065,9.0607815,3.636942
0.121580556,9.091981,3.6631286
0.11888708,9.046566,3.6846764
0.116492875,9.044247,3.6941783
0.08895956,9.039608,3.700089
0.08185177,9.043274,3.6929064
0.044666827,9.017237,3.696423
0.04369418,9.0554695,3.6808608
0.029478608,9.029283,3.650933
-0.002543839,9.043873,3.6114287
-0.023942016,9.039234,3.591078
-0.032097265,9.032125,3.5468602
-0.024615387,9.063176,3.5074306
-0.016086042,9.045144,3.4620156
-0.018180968,9.081058,3.4249804
-0.009651626,9.092878,3.4047046
0.020425534,9.109414,3.3773208
-0.007032968,9.122731,3.3736546
-0.027308863,9.108591,3.3652
-0.0473603,9.126622,3.3268929
-0.10332476,9.150938,3.3100586
-0.11611878,9.161562,3.276839
-0.16377836,9.178696,3.260005
-0.1707365,9.202638,3.2444425
-0.19086276,9.229049,3.2216976
-0.25161564,9.252168,3.2180316
-0.2908207,9.285912,3.1988032
-0.3386299,9.277905,3.2010477
-0.3446154,9.287482,3.2094274
-0.42938513,9.27379,3.198429
-0.4663456,9.275212,3.1995513
-0.51063836,9.263616,3.205387
-0.51542675,9.268404,3.2101755
-0.55358434,9.279477,3.2124949
-0.56084174,9.307011,3.244742
-0.56548053,9.327361,3.244742
-0.54168814,9.325939,3.2555158
-0.5426608,9.351078,3.234043
-0.55478144,9.320104,3.2375593
-0.54408234,9.277008,3.2208745
-0.5367501,9.306786,3.201721
-0.5354782,9.305589,3.1970074
-0.5044284,9.289877,3.180323
-0.5102642,9.313819,3.1719432
-0.4564695,9.3313265,3.1685014
-0.44577044,9.297808,3.1518168
-0.4433014,9.293019,3.1362545
-0.42167878,9.3143425,3.1219642
-0.42631754,9.313146,3.1016884
-0.45617023,9.293094,3.0872483
-0.4743512,9.25142,3.1110406
-0.4611831,9.25965,3.1111155
-0.49238256,9.246781,3.1313167
-0.49111062,9.271995,3.1255555
-0.4611831,9.266982,3.100566
-0.42310032,9.2678795,3.1197944
-0.41711482,9.237952,3.104232
-0.34304422,9.251794,3.1044567
-0.30346507,9.244312,3.0710874
-0.25573066,9.248726,3.0723593
-0.19595045,9.245958,3.0618098
-0.1627309,9.232566,3.0809636
-0.10908581,9.211841,3.0870986
-0.09584289,9.21416,3.0632315
-0.055291094,9.2138605,3.0776715
-0.038606502,9.197026,3.072958
0.012569559,9.188272,3.1065514
0.002917933,9.190742,3.1184478
0.015786767,9.149965,3.1376014
0.047958855,9.155726,3.1555579
0.074295074,9.196203,3.1855602
0.084694885,9.156699,3.2190042
0.036661215,9.135526,3.2487822
0.025887307,9.164256,3.282226
0.020799628,9.158345,3.333552
0.028880058,9.147496,3.3837552
0.027608138,9.151163,3.4100914
-0.008454525,9.160964,3.4554317
-0.005162498,9.153781,3.5139399
-0.056787472,9.138593,3.5509005
-0.06411971,9.127894,3.578359
-0.03434183,9.122881,3.591527
-0.023867197,9.090559,3.6142719
-0.023867197,9.084574,3.6082864
0.005985504,9.079636,3.6095583
0.022894554,9.082928,3.5819502
0.09090485,9.056143,3.571326
0.1328782,9.048661,3.530774
0.20852001,9.082778,3.479598
0.24907179,9.0634,3.470171
0.2885013,9.046342,3.4558804
0.32441434,9.050905,3.442862
0.33039984,9.053225,3.4356794
0.36780924,9.109115,3.4059763
0.362946,9.057789,3.3832314
0.38209963,9.061231,3.3749266
0.36908117,9.074473,3.367669
0.32366616,9.050905,3.3580174
0.27451017,9.00579,3.3566709
0.2558055,9.036989,3.3052702
0.2594716,9.050158,3.2932992
0.23814826,9.014469,3.2359133
0.21435587,9.024195,3.2166848
0.2359785,8.994118,3.17733
0.22527942,8.998981,3.1629648
